index,small-gram,cbow
,0.990245283,0.977070749
,0.930536807,0.977070749
,0.960022271,0.977070749
,0.939422965,0.977070749
,0.993204415,0.977070749
,0.925281465,0.977070749
,0.74865973,0.977070749
,0.904172242,0.977070749
,0.989483654,0.977070749
,0.867414534,0.977070749
,,
,,
